"NOMBRE DE ALBUM UN NACIMIENTO ESPERADO UN NACIMIENTO ESPERADO UN NACIMIENTO ESPERADO UN NACIMIENTO ESPERADO UN NACIMIENTO ESPERADO UN NACIMIENTO ESPERADO UN NACIMIENTO ESPERADO INSPIRACIÓN INSPIRACIÓN INSPIRACIÓN INSPIRACIÓN INSPIRACIÓN INSPIRACIÓN POR SUS LLAGAS POR SUS LLAGAS POR SUS LLAGAS","URL IMAGEN https://res.cloudinary.com/dveqs8f3n/image/upload/v1769213549/UN_NACIMIENTO_ESPERADO_V2_psbbxn.jpg https://res.cloudinary.com/dveqs8f3n/image/upload/v1769213549/UN_NACIMIENTO_ESPERADO_V2_psbbxn.jpg https://res.cloudinary.com/dveqs8f3n/image/upload/v1769213549/UN_NACIMIENTO_ESPERADO_V2_psbbxn.jpg https://res.cloudinary.com/dveqs8f3n/image/upload/v1769213549/UN_NACIMIENTO_ESPERADO_V2_psbbxn.jpg https://res.cloudinary.com/dveqs8f3n/image/upload/v1769213549/UN_NACIMIENTO_ESPERADO_V2_psbbxn.jpg https://res.cloudinary.com/dveqs8f3n/image/upload/v1769213549/UN_NACIMIENTO_ESPERADO_V2_psbbxn.jpg https://res.cloudinary.com/dveqs8f3n/image/upload/v1769213549/UN_NACIMIENTO_ESPERADO_V2_psbbxn.jpg https://res.cloudinary.com/dveqs8f3n/image/upload/v1769213136/inspiracion_v2_cygvwe.png https://res.cloudinary.com/dveqs8f3n/image/upload/v1769213136/inspiracion_v2_cygvwe.png https://res.cloudinary.com/dveqs8f3n/image/upload/v1769213136/inspiracion_v2_cygvwe.png https://res.cloudinary.com/dveqs8f3n/image/upload/v1769213136/inspiracion_v2_cygvwe.png https://res.cloudinary.com/dveqs8f3n/image/upload/v1769213136/inspiracion_v2_cygvwe.png https://res.cloudinary.com/dveqs8f3n/image/upload/v1769213136/inspiracion_v2_cygvwe.png https://res.cloudinary.com/dveqs8f3n/image/upload/v1769213851/por_sus_llagas_v2_zn6jqb.jpg https://res.cloudinary.com/dveqs8f3n/image/upload/v1769213851/por_sus_llagas_v2_zn6jqb.jpg https://res.cloudinary.com/dveqs8f3n/image/upload/v1769213851/por_sus_llagas_v2_zn6jqb.jpg","TÍTULO DE CANCIÓN EL SUEÑO DE JOSE EL SÍ DE MARÍA UNA TRAVESÍA TRANQUILA LA NOCHE ROTA EN UN HUMILDE PESEBRE MI OFRENDA REAL EMMANUEL CON AMOR ETERNO SALMO 1 CRUZANDO EL MAR DIOS ES AMOR EL ECO RESPONDIÓ EN LA CIMA CONTIGO AMOR INCOMPARABLE ERES JIREH LA ROCA QUE ME SOSTIENE","URL CANCIÓN https://res.cloudinary.com/dveqs8f3n/video/upload/v1765357562/ggemhfn0tararn06ghxk.mp3 https://res.cloudinary.com/dveqs8f3n/video/upload/v1765357513/bm03vfa6jhy7kfevv8yn.mp3 https://res.cloudinary.com/dveqs8f3n/video/upload/v1765357613/zaewdj4uocvax3sud4c1.mp3 https://res.cloudinary.com/dveqs8f3n/video/upload/v1765357743/gnk8avqa1owspzv7bjlx.mp3 https://res.cloudinary.com/dveqs8f3n/video/upload/v1765357699/q0accmyiyvdeesolkpx0.mp3 https://res.cloudinary.com/dveqs8f3n/video/upload/v1765357850/gkbcwtl2bsefavkamsh0.mp3 https://res.cloudinary.com/dveqs8f3n/video/upload/v1765357891/xdw0lzbsj1hvbteair1v.mp3 https://res.cloudinary.com/dveqs8f3n/video/upload/v1764633690/mcqvenfzber5iedq1osm.mp3 https://res.cloudinary.com/dveqs8f3n/video/upload/v1764640939/faqs3uvmelm1g7ptoupk.mp3 https://res.cloudinary.com/dveqs8f3n/video/upload/v1764685514/iqctfam1szx1ng4vaakk.mp3 https://res.cloudinary.com/dveqs8f3n/video/upload/v1764685538/r9kyfzxutxciexbfu3up.mp3 https://res.cloudinary.com/dveqs8f3n/video/upload/v1764685562/ud1il56d3nfjrybo1qg1.mp3 https://res.cloudinary.com/dveqs8f3n/video/upload/v1764685586/cuyodioojtfxhoh3u3yd.mp3 https://res.cloudinary.com/dveqs8f3n/video/upload/v1764685613/ntugygokigqkjcjisrem.mp3 https://res.cloudinary.com/dveqs8f3n/video/upload/v1764761450/uhuyl9o2j7mn8tqmrotn.mp3 https://res.cloudinary.com/dveqs8f3n/video/upload/v1764761496/dtwrgbjgvy5fdsaggvub.mp3","Status Done Done Done Done Done Done done Done Done Done Done Done Done Done Done Done","YouTube ID qg9V2SbBQp4 8jNFdAtNPiE B4VEalHQ5Jw 7YEw6FEGGq0 41UdSFmrvJs HAfyQxY3h0A sen3q-Zu4gc xKp0Ltwhia0 NYaHX9gsfMk BpwUpCXH_DM NCIfr5Na3AA 8BHgsYmWNSA MxcJnlHpv4M K4HcfuL7Wxs ZkOFTupvrjc a9pMfIf83Fs","Playlist ID ",""
"ROCA Y ESCUDO","https://res.cloudinary.com/dveqs8f3n/image/upload/v1774979350/Gemini_Generated_Image_gdtihngdtihngdti_sdtsxu.png","TOCA LOS MONTES v2","https://res.cloudinary.com/dveqs8f3n/video/upload/v1774979362/Toca_los_Montes_v2_grs0hp.mp3","Done","uB02ws658rA","",""
"ROCA Y ESCUDO","https://res.cloudinary.com/dveqs8f3n/image/upload/v1774979350/Gemini_Generated_Image_gdtihngdtihngdti_sdtsxu.png","CÁNTICO NUEVO","https://res.cloudinary.com/dveqs8f3n/video/upload/v1774979354/Ca%CC%81ntico_Nuevo_mkqylj.mp3","Done","Hqbk27Put5E","",""
"ROCA Y ESCUDO","https://res.cloudinary.com/dveqs8f3n/image/upload/v1774979350/Gemini_Generated_Image_gdtihngdtihngdti_sdtsxu.png","DICHOSO EL PUEBLO","https://res.cloudinary.com/dveqs8f3n/video/upload/v1774979354/Dichoso_el_Pueblo_nvebem.mp3","Done","NpasabLYI-Y","",""
"ROCA Y ESCUDO","https://res.cloudinary.com/dveqs8f3n/image/upload/v1774979350/Gemini_Generated_Image_gdtihngdtihngdti_sdtsxu.png","DICHOSO EL PUEBLO v2","https://res.cloudinary.com/dveqs8f3n/video/upload/v1774979352/Dichoso_el_Pueblo_v2_fq0tvz.mp3","Done","lpwddVl7SjY","",""
"ROCA Y ESCUDO","https://res.cloudinary.com/dveqs8f3n/image/upload/v1774979350/Gemini_Generated_Image_gdtihngdtihngdti_sdtsxu.png","ROCA Y ESCUDO","https://res.cloudinary.com/dveqs8f3n/video/upload/v1774980498/Roca_y_Escudo_Medley_tjrrgg.mp3","Done","IGubXtLbtVk","",""
"ROCA Y ESCUDO","https://res.cloudinary.com/dveqs8f3n/image/upload/v1774979350/Gemini_Generated_Image_gdtihngdtihngdti_sdtsxu.png","ROCA Y ESCUDO v2","https://res.cloudinary.com/dveqs8f3n/video/upload/v1774980498/Roca_y_Escudo_Medley_v2_p5mdzy.mp3","Done","gzlQace7BuE","",""
"HERENCIA DE PAZ","https://res.cloudinary.com/dveqs8f3n/image/upload/v1774996289/Gemini_Generated_Image_5cy0ef5cy0ef5cy0_egxkzd.png","HERENCIA MÍA","https://res.cloudinary.com/dveqs8f3n/video/upload/v1774996288/Herencia_Mi%CC%81a_mozdax.mp3","Done","BqIYga-rJJ8","",""
"HERENCIA DE PAZ","https://res.cloudinary.com/dveqs8f3n/image/upload/v1774996289/Gemini_Generated_Image_5cy0ef5cy0ef5cy0_egxkzd.png","HERENCIA MÍA v2","https://res.cloudinary.com/dveqs8f3n/video/upload/v1774996292/Herencia_Mi%CC%81a_v2_cv4wzd.mp3","Done","sjHsZnJHN0w","",""
"HERENCIA DE PAZ","https://res.cloudinary.com/dveqs8f3n/image/upload/v1774996289/Gemini_Generated_Image_5cy0ef5cy0ef5cy0_egxkzd.png","REFUGIO SANTO","https://res.cloudinary.com/dveqs8f3n/video/upload/v1774996292/Refugio_Santo_aflnkt.mp3","Done","s4swlyX0MRg","",""
"HERENCIA DE PAZ","https://res.cloudinary.com/dveqs8f3n/image/upload/v1774996289/Gemini_Generated_Image_5cy0ef5cy0ef5cy0_egxkzd.png","REFUGIO SANTO v2","https://res.cloudinary.com/dveqs8f3n/video/upload/v1774996290/Refugio_Santo_v2_abaorh.mp3","Done","6jg0BFVNW-0","",""
"HERENCIA DE PAZ","https://res.cloudinary.com/dveqs8f3n/image/upload/v1774996289/Gemini_Generated_Image_5cy0ef5cy0ef5cy0_egxkzd.png","DESDE SIEMPRE","https://res.cloudinary.com/dveqs8f3n/video/upload/v1774996286/Desde_Siempre_qw9dwd.mp3","Done","jXSU9XMuU54","",""
"HERENCIA DE PAZ","https://res.cloudinary.com/dveqs8f3n/image/upload/v1774996289/Gemini_Generated_Image_5cy0ef5cy0ef5cy0_egxkzd.png","DESDE SIEMPRE v2","https://res.cloudinary.com/dveqs8f3n/video/upload/v1774996286/Desde_Siempre_v2_tdpbcd.mp3","Done","XrMBiJBoFDI","",""
"HERENCIA DE PAZ","https://res.cloudinary.com/dveqs8f3n/image/upload/v1774996289/Gemini_Generated_Image_5cy0ef5cy0ef5cy0_egxkzd.png","CERCA ESTÁS","https://res.cloudinary.com/dveqs8f3n/video/upload/v1774996286/Cerca_Esta%CC%81s_mfb4aq.mp3","Done","j562AwPbCys","",""
"HERENCIA DE PAZ","https://res.cloudinary.com/dveqs8f3n/image/upload/v1774996289/Gemini_Generated_Image_5cy0ef5cy0ef5cy0_egxkzd.png","CERCA ESTÁS v2","https://res.cloudinary.com/dveqs8f3n/video/upload/v1774996285/Cerca_Esta%CC%81s_v2_voks0g.mp3","Done","rZXSHfO-4Ek","",""
"HERENCIA DE PAZ","https://res.cloudinary.com/dveqs8f3n/image/upload/v1774996289/Gemini_Generated_Image_5cy0ef5cy0ef5cy0_egxkzd.png","GRAN REUNIÓN","https://res.cloudinary.com/dveqs8f3n/video/upload/v1774996288/Gran_Reunio%CC%81n_spki8x.mp3","Done","LxlRGmwOzEE","",""
"HERENCIA DE PAZ","https://res.cloudinary.com/dveqs8f3n/image/upload/v1774996289/Gemini_Generated_Image_5cy0ef5cy0ef5cy0_egxkzd.png","GRAN REUNIÓN v2","https://res.cloudinary.com/dveqs8f3n/video/upload/v1774996289/Gran_Reunio%CC%81n_v2_xf2ozb.mp3","Done","NQiqwHpi130","",""
"HERENCIA DE PAZ","https://res.cloudinary.com/dveqs8f3n/image/upload/v1774996289/Gemini_Generated_Image_5cy0ef5cy0ef5cy0_egxkzd.png","REINO ETERNO","https://res.cloudinary.com/dveqs8f3n/video/upload/v1774996293/Reino_Eterno_kimkbq.mp3","Done","LwWcRljIdg4","",""
"HERENCIA DE PAZ","https://res.cloudinary.com/dveqs8f3n/image/upload/v1774996289/Gemini_Generated_Image_5cy0ef5cy0ef5cy0_egxkzd.png","REINO ETERNO v2","https://res.cloudinary.com/dveqs8f3n/video/upload/v1774996296/Reino_Eterno_v2_srcbqe.mp3","Done","KpRE9uFgaOc","",""
